time;inflow;outflow;outflow_wb
140;0.2;0.1;0.1
141;0.2;0.1;0.1
142;0.2;0.1;0.1
143;0.2;0.1;0.1
144;0.2;0.1;0.1
145;0.2;0.1;0.1
146;0.2;0.1;0.1
147;0.2;0.1;0.1
148;0.2;0.1;0.1
149;0.2;0.1;0.1
150;0.2;0.1;0.1
151;0.739909665131881;0.1;0.1
152;1.04922359326347;0.1;0.1
153;1.085842922961;0.1;0.1
154;1.02616141495871;0.1;0.1
155;0.939293170121196;0.1;0.1
156;0.850642483079156;0.1;0.1
157;0.769084445639379;0.1;0.1
158;0.697106762951726;0.1;0.1
159;0.63473145450321;0.1;0.1
160;0.581090879870326;0.1;0.1
161;0.53507227067477;0.1;0.1
162;0.495576580659528;0.1;0.1
163;0.46161359661539;0.1;0.1
164;0.432327351244365;0.1;0.1
165;0.406992817382659;0.1;0.1
166;0.385001965559102;0.1;0.1
167;0.36584709615206;0.1;0.1
168;0.349104760164322;0.1;0.1
169;0.334421497498056;0.1;0.1
170;0.321501691551593;0.1;0.1
171;0.310097445254444;0.1;0.599699433233
172;0.300000238191287;0.1;0.599699433233
173;0.291034091264231;0.1;0.599699433233
174;0.283049979965479;0.1;0.599699433233
175;0.275921269497599;0.1;0.599699433233
176;0.269539980854215;0.1;0.599699433233
177;0.26381373064833;0.1;0.599699433233
178;0.258663216802065;0.1;0.599699433233
179;0.254020146776395;0.1;0.599699433233
180;0.249825525149401;0.1;0.599699433233
181;0.246028233639254;0.1;0.599699433233
182;0.242583849752128;0.1;0.599699433233
183;0.239453660705746;0.1;0.599699433233
184;0.23660383764511;0.1;0.599699433233
185;0.234004741850834;0.1;0.599699433233
186;0.231630339985525;0.1;0.599699433233
187;0.22945770970524;0.1;0.599699433233
188;0.227466620400042;0.1;0.599699433233
189;0.225639176593663;0.1;0.599699433233
190;0.223959513764198;0.1;0.599699433233
191;0.222413538154039;0.1;0.1
192;0.220988703603245;0.1;0.1
193;0.219673819634078;0.1;0.1
194;0.218458885989005;0.1;0.1
195;0.217334949622702;0.1;0.1
196;0.21629398080433;0.1;0.1
197;0.215328765526661;0.1;0.1
198;0.214432811865149;0.1;0.1
199;0.213600268300008;0.1;0.1
200;0.212825852321946;0.1;0.1
201;0.212104787898433;0.1;0.1
202;0.21143275059158;0.1;0.1
203;0.210805819298101;0.1;0.1
204;0.210220433732596;0.1;0.1
205;0.209673356902278;0.1;0.1
206;0.209161641928459;0.1;0.1
207;0.208682602660756;0.1;0.1
208;0.208233787606895;0.1;0.1
209;0.207812956766384;0.1;0.1
210;0.20741806101202;0.1;0.1
211;0.207047223710765;0.1;0.1
212;0.206698724316231;0.1;0.1
213;0.2063709836999;0.1;0.1
214;0.206062551018213;0.1;0.1
215;0.20577209193843;0.1;0.1
216;0.205498378068468;0.1;0.1
217;0.205240277455123;0.1;0.1
218;0.204996746031757;0.1;0.1
219;0.204766819910955;0.1;0.1
220;0.2045496084302;0.1;0.1
221;0.20434428786954;0.1;0.1
222;0.204150095769721;0.1;0.1
223;0.203966325787571;0.1;0.1
224;0.203792323032676;0.1;0.1
225;0.203627479835756;0.1;0.1
226;0.203471231904717;0.1;0.1
227;0.203323054829255;0.1;0.1
228;0.203182460899199;0.1;0.1
229;0.203048996205577;0.1;0.1
230;0.202922237996719;0.1;0.1
231;0.202801792264699;0.1;0.1
232;0.202687291539993;0.1;0.1
233;0.202578392874583;0.1;0.1
234;0.202474775995754;0.1;0.1
235;0.202376141614685;0.1;0.1
236;0.202282209875526;0.1;0.1
237;0.20219271893212;0.1;0.1
238;0.202107423640789;0.1;0.1
239;0.202026094358763;0.1;0.1
240;0.201948515838849;0.1;0.1
241;0.201874486211843;0.1;0.1
242;0.201803816049031;0.1;0.1
243;0.20173632749781;0.1;0.1
244;0.201671853484174;0.1;0.1
245;0.201610236976351;0.1;0.1
246;0.201551330304435;0.1;0.1
247;0.201494994531319;0.1;0.1
248;0.201441098870677;0.1;0.1
249;0.201389520148112;0.1;0.1
250;0.201340142301941;0.1;0.1
251;0.201292855920425;0.1;0.1
252;0.201247557812489;0.1;0.1
253;0.201204150609287;0.1;0.1
254;0.201162542394149;0.1;0.1
255;0.201122646358706;0.1;0.1
256;0.201084380483139;0.1;0.1
257;0.201047667238689;0.1;0.1
258;0.201012433310736;0.1;0.1
259;0.20097860934086;0.1;0.1
260;0.200946129686468;0.1;0.1
261;0.20091493219667;0.1;0.1
262;0.200884958003175;0.1;0.1
263;0.20085615132513;0.1;0.1
264;0.200828459286849;0.1;0.1
265;0.200801831747516;0.1;0.1
266;0.200776221141984;0.1;0.1
267;0.200751582331879;0.1;0.1
268;0.200727872466276;0.1;0.1
269;0.200705050851261;0.1;0.1
270;0.200683078827777;0.1;0.1
271;0.200661919657139;0.1;0.1
272;0.200641538413728;0.1;0.1
273;0.200621901884342;0.1;0.1
274;0.200602978473752;0.1;0.1
275;0.20058473811606;0.1;0.1
276;0.200567152191442;0.1;0.1
277;0.200550193447936;0.1;0.1
278;0.200533835927928;0.1;0.1
279;0.200518054899027;0.1;0.1
280;0.200502826789046;0.1;0.1
281;0.200488129124814;0.1;0.1
282;0.20047394047457;0.1;0.1
283;0.200460240393722;0.1;0.1
284;0.200447009373733;0.1;0.1
285;0.200434228793953;0.1;0.1
286;0.200421880876207;0.1;0.1
287;0.200409948641954;0.1;0.1
288;0.200398415871876;0.1;0.1
289;0.200387267067728;0.1;0.1
290;0.200376487416322;0.1;0.1
291;0.200366062755502;0.1;0.1
292;0.200355979542007;0.1;0.1
293;0.200346224821083;0.1;0.1
294;0.200336786197761;0.1;0.1
295;0.200327651809686;0.1;0.1
296;0.200318810301416;0.1;0.1
297;0.200310250800091;0.1;0.1
298;0.200301962892403;0.1;0.1
299;0.200293936602787;0.1;0.1
300;0.200286162372756;0.1;0.1
301;0.200278631041326;0.1;0.1
302;0.200271333826454;0.1;0.1
303;0.200264262307441;0.1;0.1
304;0.200257408408243;0.1;0.1
305;0.200250764381638;0.1;0.1
306;0.200244322794195;0.1;0.1
307;0.200238076512012;0.1;0.1
308;0.200232018687169;0.1;0.1
309;0.200226142744864;0.1;0.1
310;0.200220442371188;0.1;0.1
311;0.200214911501508;0.1;0.1
312;0.200209544309428;0.1;0.1
313;0.200204335196286;0.1;0.1
314;0.200199278781167;0.1;0.1
315;0.200194369891406;0.1;0.1
316;0.200189603553542;0.1;0.1
317;0.200184974984719;0.1;0.1
318;0.200180479584488;0.1;0.1
319;0.200176112927005;0.1;0.1
320;0.200171870753602;0.1;0.1
321;0.200167748965702;0.1;0.1
322;0.200163743618073;0.1;0.1
323;0.200159850912392;0.1;0.1
324;0.200156067191114;0.1;0.1
325;0.200152388931621;0.1;0.1
326;0.200148812740641;0.1;0.1
327;0.200145335348922;0.1;0.1
328;0.200141953606156;0.1;0.1
329;0.200138664476123;0.1;0.1
330;0.20013546503206;0.1;0.1
331;0.200132352452244;0.1;0.1
332;0.200129324015759;0.1;0.1
333;0.200126377098466;0.1;0.1
334;0.200123509169141;0.1;0.1
335;0.200120717785793;0.1;0.1
336;0.200118000592136;0.1;0.1
337;0.200115355314219;0.1;0.1
338;0.200112779757203;0.1;0.1
339;0.200110271802279;0.1;0.1
340;0.200107829403713;0.1;0.1
341;0.200105450586029;0.1;0.1
342;0.2001031334413;0.1;0.1
343;0.200100876126565;0.1;0.1
344;0.20009867686135;0.1;0.1
345;0.200096533925294;0.1;0.1
346;0.200094445655876;0.1;0.1
347;0.200092410446241;0.1;0.1
348;0.200090426743107;0.1;0.1
349;0.20008849304477;0.1;0.1
350;0.200086607899181;0.1;0.1
351;0.200084769902114;0.1;0.1
352;0.200082977695396;0.1;0.1
353;0.200081229965223;0.1;0.1
354;0.20007952544053;0.1;0.1
355;0.20007786289144;0.1;0.1
356;0.200076241127767;0.1;0.1
357;0.200074658997585;0.1;0.1
358;0.200073115385848;0.1;0.1
359;0.200071609213071;0.1;0.1
360;0.200070139434059;0.1;0.1
361;0.20006870503669;0.1;0.1
362;0.200067305040742;0.1;0.1
363;0.200065938496768;0.1;0.1
364;0.200064604485017;0.1;0.1
365;0.200063302114391;0.1;0.1
